WMO,ICAO,RAOB STATION NAME,ST,CO,EL,  LAT,N, LONG,E
1001,ENJA,JAN MAYEN,,NO,9,70.93,N,8.67,W
1004,ENAS,NY-ALESUND II,,NO,8,78.92,N,11.93,E
1007,----,NY-ALESUND,,NO,18,78.92,N,11.93,E
1008,ENSB,SVALBARD/LONGYE,,NO,29,78.25,N,15.47,E
1010,ENAN,ANDOYA,,NO,14,69.3,N,16.15,E
1011,----,KVITOYA,,NO,16,80.1,N,31.4,E
1025,ENTC,TROMSOE,,NO,10,69.68,N,18.92,E
1028,ENBJ,BJORNOYA ISLAND,,NO,14,74.52,N,19.02,E
1088,ENVD,VADSO,,NO,39,70.07,N,29.85,E
1152,ENBO,BODO VI (CIV/MIL),,NO,13,67.25,N,14.37,E
1240,----,HALTEN,,NO,16,64.17,N,9.42,E
1241,ENOL,ORLAND III (NOR-AF,,NO,7,63.7,N,9.6,E
1384,ENGM,OSLO/GARDERMOEN,,NO,204,60.2,N,11.08,E
1400,ENEK,EKOFISK,,NO,46,56.53,N,3.22,E
1415,ENZV,STAVANGER/SOLA (AF,,NO,9,58.88,N,5.63,E
1465,----,TORUNGEN,,NO,15,58.4,N,8.8,E
1492,----,OSLO/BLINDERN,,NO,96,59.57,N,10.43,E
2120,----,KVIKKJOKK,,SW,337,66.95,N,17.75,E
2185,ESPA,LULEA/KALLAX (AFB),,SW,34,65.55,N,22.13,E
2188,----,RODKALLEN,,SW,1,65.32,N,22.38,E
2225,----,OSTERSUND/FROSON,,SW,370,63.18,N,14.5,E
2365,ESNN,SUNDSVALL/HARNOSAN,,SW,6,62.53,N,17.47,E
2527,ESGG,GOTEBORG/LANDVETTE,,SW,164,57.67,N,12.5,E
2591,ESQV,VISBY AERO STATION,,SW,47,57.65,N,18.35,E
2836,EFSO,SODANKYLA,,FI,179,67.37,N,26.65,E
2935,EFJY,JYVASKYLA (MIL/CIV,,FI,145,62.4,N,25.68,E
2963,----,JOKIOINEN,,FI,103,60.82,N,23.5,E
2982,----,RUSSARO,,FI,11,59.77,N,22.95,E
3001,----,MUCKLE FLUGGA (LH),,UK,53,60.85,N,0.88,W
3005,----,LERWICK/SHETLAND I,,UK,84,60.13,N,1.18,W
3008,----,FAIR ISLE,,UK,59,59.53,N,1.63,W
3023,----,WEST GEIRINISH,,UK,3,57.35,N,7.37,W
3026,EGPO,STORNOWAY,,UK,13,58.22,N,6.32,W
3066,EGQK,KINLOSS RAF,,UK,7,57.65,N,3.57,W
3085,----,INCHMARLO,,UK,80,57.07,N,2.53,W
3091,EGPD,ABERDEEN/DYCE,,UK,65,57.2,N,2.22,W
3121,----,KILDONAN,,UK,18,55.43,N,5.1,W
3130,EGOY,WEST FREUGH,,UK,16,54.85,N,4.95,W
3170,----,SHANWELL,,UK,5,56.43,N,2.87,W
3171,EGQL,LEUCHARS RAF,,UK,12,56.38,N,2.87,W
3213,----,ESKMEALS,,UK,9,54.32,N,3.4,W
3238,----,ALBERMARLE,,UK,146,55.1,N,1.93,W
3240,EGQM,BOULMER,,UK,23,55.42,N,1.6,W
3241,----,LONG FRAMLINGTO,,UK,158,55.3,N,1.8,W
3257,EGXE,LEEMING RAF,,UK,40,54.3,N,1.53,W
3322,----,AUGHTON,,UK,56,53.55,N,2.92,W
3334,EGCC,MANCHESTER INTL,,UK,78,53.34,N,2.28,W
3345,----,EMLEY MOOR,,UK,259,53.62,N,1.67,W
3346,EGNM,LEEDS AND BRADFORD,,UK,208,53.86,N,1.65,W
3354,----,NOTTINGHAM WX CTR,,UK,117,53,N,1.25,W
3377,EGXW,WADDINGTON RAF,,UK,70,53.17,N,0.52,W
3414,EGOS,SHAWBURY RAF,,UK,76,52.8,N,2.67,W
3496,----,HEMSBY,,UK,14,52.68,N,1.68,E
3501,----,CAPE DEWI,,UK,92,55.42,N,4,W
3502,EGUC,ABERPORTH,,UK,134,52.13,N,4.57,W
3559,----,CARDINGTON,,UK,30,52.1,N,0.42,W
3590,EGUW,WATTISHAM RAF,,UK,87,52.12,N,0.97,E
3614,----,CILFYNYDD,,UK,194,51.63,N,3.3,W
3649,EGVN,BRIZE NORTON RAF,,UK,88,51.75,N,1.58,W
3693,----,SHOEBURYNESS,,UK,3,51.55,N,0.85,E
3715,EGFF,CARDIFF-WALES,,UK,67,51.4,N,3.35,W
3743,----,LARKHILL,,UK,133,51.2,N,1.8,W
3774,----,CRAWLEY,,UK,144,51.08,N,0.22,W
3808,----,CAMBORNE,,UK,88,50.22,N,5.32,W
3810,----,PENDENNIS POINT,,UK,35,50.15,N,5.07,W
3815,----,LIZARD LIGHTHOU,,UK,60,49.97,N,5.2,W
3872,----,THORNEY ISLAND,,UK,4,50.82,N,0.92,W
3882,----,HERSTOMONCEUX WEST,,UK,54,50.9,N,0.32,E
3894,EGJB,GUERNSEY AIRPORT,,UK,102,49.43,N,2.6,W
3918,----,CASTOR BAY,,UK,17,54.5,N,6.33,W
3920,----,HILLSBOROUGH,,UK,38,54.8,N,6.17,W
3953,----,VALENTIA OBSERVATO,,IE,14,51.93,N,10.25,W
4001,----,HVALLATUR,,IL,17,65.53,N,24.47,W
4018,BIKF,KEFLAVIK,,IL,52,63.97,N,22.6,W
4089,BIEG,EGILSSTADIR,,IL,23,65.17,N,14.4,W
4168,----,SANDBUDIR,,GL,821,64.93,N,17.98,W
4202,BGTL,THULE AB,,GL,77,76.53,N,68.75,W
4220,BGEM,EGEDESMINDE/AUSIAT,,GL,41,68.7,N,52.85,W
4230,BGHB,HOLSTEINSBORG,,GL,9,66.92,N,53.67,W
4231,BGSF,SONDRESTROM,,GL,46,67,N,50.8,W
4255,BMKA,MARRAK POINT,,GL,41,63.43,N,51.18,W
4270,BGBW,NARSARSSUAK,,GL,26,61.18,N,45.42,W
4310,----,NORD,,GL,40,81.6,N,16.7,W
4320,BGDH,DANMARKSHAVN (PORT,,GL,12,76.77,N,18.67,W
4330,BGDB,DANEBORG (AUT),,GL,44,74.3,N,20.22,W
4339,BGSC,SCORESBYSUND,,GL,69,70.48,N,21.95,W
4342,----,WALRUS BAY,,GL,7,70.5,N,21.97,W
4353,BIKA,IKATEQ,,GL,56,65.93,N,36.68,W
4360,BGAM,ANGMAGSSALIK,,GL,52,65.6,N,37.63,W
4417,,GEOSUMMIT,,GL,3255,72.58,N,38.46,W
6010,EKVG,SOERVAAG/VAGAR,,FA,85,62.07,N,7.27,W
6011,----,THORSHAVN (PORT),,FA,39,62.02,N,6.77,W
6030,EKYT,AALBORG,,DN,3,57.1,N,9.87,E
6060,----,KARUP,,DN,53,56.3,N,9.12,E
6080,EKEB,ESBJERG,,DN,29,55.52,N,8.55,E
6173,----,STEVNS,,DN,40,55.28,N,31.4,E
6181,----,KOEBENHAVN\JAEGERS,,DN,40,55.77,N,12.53,E
6210,EHVB,VALKENBURG,,NL,2,52.18,N,4.42,E
6235,EHKD,DE KOOY,,NL,2,52.92,N,4.78,E
6242,----,VLIELAND,,NL,5,53.25,N,4.92,E
6260,EHDB,DE BILT,,NL,4,52.1,N,5.18,E
6320,----,LE GOEREE,,NL,19,51.93,N,3.67,E
6400,EBFN,KOKSIJDE (BEL-AFB),,BX,9,51.08,N,2.65,E
6447,----,UCCLE/UKKLE,,BX,104,50.8,N,4.35,E
6458,EBBE,BEAUVECHAIN,,BX,127,50.75,N,4.77,E
6463,EBTN,GOETSENHOVEN (MIL),,BX,81,50.78,N,4.95,E
6476,ESBU,SAINT HUBERT (MIL),,BX,557,50.03,N,5.4,E
6496,EBLB,ELSENBORN (MIL),,BX,570,50.47,N,6.18,E
6610,LSMP,PAYERNE (MIL/AUT),,SW,491,46.82,N,6.95,E
6680,----,SAENTIS (AUT),,SW,2500,47.25,N,9.35,E
7010,----,DUNKERQUE,,FR,23,51.05,N,2.33,E
7100,----,OUESSANT ISLAND,,FR,32,48.47,N,5.13,W
7107,----,BRIGNOGAN,,FR,22,48.68,N,4.33,W
7110,LFRB,BREST/GUIPAVAS,,FR,103,48.45,N,4.42,W
7130,LFRN,RENNES/ST. JACQUES,,FR,37,48.07,N,1.73,W
7139,----,ALENCON,,FR,141,48.45,N,0.1,E
7145,----,TRAPPES (AUT),,FR,168,48.77,N,2.02,E
7149,LFPO,PARIS/ORLY,,FR,96,48.73,N,2.4,E
7180,LFSN,NANCY/ESSEY,,FR,217,48.63,N,6.22,E
7210,----,VANNES (AUT),,FR,11,47.63,N,2.75,W
7240,LFOT,TOURS/ST. SYMPHO,,FR,112,47.45,N,0.72,E
7255,----,BOURGES,,FR,162,47.07,N,2.37,E
7280,LFSD,DIJON/LONGVIC,,FR,227,47.27,N,5.08,W
7412,----,CONIAC,,FR,30,45.67,N,0.32,W
7480,LFLY,LYON/BRON,,FR,201,45.72,N,4.95,E
7481,LFLL,LYON/SATOLAS,,FR,240,45.73,N,5.08,E
7500,----,CAPE FERRET,,FR,10,44.63,N,1.25,W
7510,LFBD,BORDEAUX/MERIGNAC,,FR,61,44.83,N,0.7,W
7579,LFMO,ORANGE/CARITAT,,FR,55,44.13,N,4.83,E
7645,LFME,NIMES/COURBESSAC,,FR,62,43.87,N,4.4,E
7690,LFMN,NICE/COTE D'AZUR,,FR,10,43.65,N,7.2,E
7749,----,CAPE BEAR,,FR,86,42.52,N,3.13,E
7761,LFKJ,AJACCIO/CAMPO ORO,,FR,9,41.92,N,8.8,E
8001,----,LA CORUNA CITY,,SP,67,43.37,N,8.42,W
8002,LECO,LA CORUNA/ALVED,,SP,103,43.3,N,8.38,W
8023,----,SANTANDER CITY,,SP,65,43.47,N,3.82,W
8029,LESO,SAN SEBASTIAN,,SP,8,43.35,N,1.8,W
8094,----,HUESCA/MONFLORITE,,SP,554,42.08,N,0.33,W
8140,LEVD,VALLADOLID (MIL/CI,,SP,854,41.72,N,4.85,W
8160,LEZG,ZARAGOZA (MIL/CIV),,SP,258,41.67,N,1.02,W
8190,LBCN,BARCELONA,,SP,98,41.62,N,2.2,E
8221,LEMD,MADRID/BARAJAS,,SP,582,40.45,N,3.55,W
8222,----,MADRID,,SP,655,40.42,N,3.68,W
8301,----,PALMA DE MALLORCA,,SP,6,39.55,N,2.62,E
8302,----,PALMA/SON BONET,,SP,41,39.6,N,2.7,E
8383,----,HUELVA,,SP,20,37.28,N,6.91,W
8430,----,MURCIA CITY,,SP,62,38,N,1.17,W
8431,----,CASTILLO GALERA,,SP,217,37.58,N,1,W
8449,LERT,ROTA NAS,,SP,27,36.65,N,6.35,W
8495,LXGB,GIBRALTAR (CIV/MIL,,GI,5,36.15,N,5.35,W
8506,----,HORTA,,PO,62,38.52,N,28.63,W
8507,----,GRACIOSA/AERODROME,,PO,28,39.1,N,28.03,W
8508,----,LAJES/SANTA RITA,,PO,113,38.75,N,27.08,W
8509,LPLA,LAJES AB,,PO,55,38.77,N,27.1,W
8521,LPFU,FUNCHAL/MADEIRA,,PO,55,32.68,N,16.77,W
8522,----,FUNCHAL,,PO,56,32.63,N,16.9,W
8549,----,COIMBRA,,PO,140,40.2,N,8.42,W
8554,----,FARO,,PO,7,37.02,N,7.97,W
8579,----,LISBON/GAGO COUTIN,,PO,105,38.77,N,9.13,W
8589,----,PRAIA,,CV,35,14.9,N,23.52,W
8594,GVAC,SAL ISL/AMILCAR CA,,CV,55,16.73,N,22.95,W
10035,----,SCHLESWIG,,DL,48,54.53,N,9.55,E
10044,----,KIEL,,DL,23,54.5,N,10.28,E
10046,----,KIEL/HOLTENAU,,DL,32,54.38,N,10.15,E
10113,----,NORDERNEY,,DL,11,53.71,N,7.15,E
10168,----,GOLDBERT (AUT),,DL,58,53.6,N,12.1,E
10184,----,GREIFSWALD,,DL,6,54.1,N,13.4,E
10200,EDWE,EMDEN/KOENIGSPOLDE,,DL,5,53.38,N,7.23,E
10238,ETGB,BERGEN (MIL),,DL,69,52.82,N,9.93,E
10272,ETGW,WITTSTOCK,,DL,74,53.2,N,12.52,E
10304,ETWM,MEPPEN (MIL),,DL,26,52.62,N,7.32,E
10307,----,RHEINE,,DL,78,52.27,N,7.43,E
10337,----,HILDESHEIM,,DL,88,52.18,N,9.95,E
10338,EDDV,HANNOVER,,DL,54,52.47,N,9.7,E
10384,EDDI,BERLIN/TEMPELHOF,,DL,49,52.47,N,13.4,E
10393,----,LINDENBERG,,DL,112,52.22,N,14.12,E
10410,EDZE,ESSEN/MULHEIM,,DL,161,51.4,N,6.97,E
10418,----,LUEDENSCHEID,,DL,392,51.25,N,7.65,E
10437,----,FRITZLAR/KASSEL,,DL,223,51.13,N,9.3,E
10454,----,WERNIGERODE,,DL,240,51.85,N,10.77,E
10468,----,OPPIN,,DL,106,51.33,N,12.04,E
10486,----,WAHNSDORF,,DL,232,51.12,N,13.68,E
10513,----,KOLN/BONN,,DL,91,50.87,N,7.13,E
10548,----,MEININGEN,,DL,453,50.57,N,10.37,E
10577,----,CHEMNITZ,,DL,419,50.8,N,12.87,E
10582,----,ZINNWALD/GEORGE,,DL,882,50.73,N,13.75,E
10618,ETGI,IDAR-OBERSTEIN (MI,,DL,377,49.7,N,7.33,E
10640,----,OFFENBACH/MAIN,,DL,112,50.12,N,8.73,E
10642,----,HANAU,,DL,112,50.17,N,8.95,E
10687,----,GRAFENWOHR,,DL,414,49.7,N,11.95,E
10729,----,MANNHEIN/NEUOSTHEI,,DL,100,49.52,N,8.55,E
10735,----,SINSHEIM (AUT),,DL,169,49.25,N,8.88,E
10739,----,STUTTGART/SCHNARRE,,DL,311,48.83,N,9.2,E
10771,ETGK,KUEMMERSBRUCK,,DL,418,49.43,N,11.9,E
10775,ETIH,HOHENFELS,,DL,442,49.22,N,11.83,E
10777,----,GELBELSEE,,DL,539,48.95,N,11.43,E
10828,----,SIGMARINGEN,,DL,646,48.1,N,9.25,E
10860,ETSI,INGOLSTADT,,DL,370,48.72,N,11.53,E
10862,----,SIEGENBERG,,DL,404,48.75,N,11.8,E
10868,----,MUNICH/OBERSCHLEIS,,DL,489,48.25,N,11.58,E
10954,----,ALTENSTADT/SHONGUA,,DL,738,47.83,N,10.87,E
10962,----,HOHENPEISSENBERG,,DL,986,47.8,N,11.02,E
11010,LOWL,LINZ (CIV/MIL),,OS,313,48.23,N,14.2,E
11011,LOXL,HORSCHING,,OS,313,48.23,N,14.18,E
11030,LOXT,LANGENLEBARN,,OS,176,48.32,N,16.23,E
11035,----,WIEN/HOHE WARTE,,OS,200,48.25,N,16.37,E
11078,----,LILLIENFELD,,OS,681,48.03,N,15.58,E
11120,LOWI,INNSBRUCK AIRPORT,,OS,581,47.27,N,11.35,E
11144,----,ZELL AM SEE,,OS,763,47.33,N,12.8,E
11152,----,MATTSEE,,OS,502,47.97,N,13.1,E
11240,LOWG,GRAZ (MIL/CIV),,OS,347,47,N,15.43,E
11241,----,SCHOECKL MOUNTAIN,,OS,1438,47.2,N,15.47,E
11270,----,DELLACH IM DRAUTAL,,OS,630,46.75,N,13.08,E
11280,----,MURAU,,OS,818,47.12,N,14.18,E
11320,----,INNSBRUCK/UNIVERSI,,OS,579,47.27,N,11.38,E
11351,----,RAMSAU/DACHSTEIN,,OS,1207,13.63,N,13.63,E
11520,----,PRAGUE/LIBUS,,CZ,304,50,N,14.45,E
11722,----,BRNO REBESOVICE,,CZ,195,49.08,N,16.62,E
11747,----,PROSTEJOV,,CZ,216,49.45,N,17.13,E
11952,----,POPRAD/GANOVCE,,LO,706,49.03,N,20.32,E
12105,----,KOSZALIN,,PL,34,54.2,N,16.2,E
12120,----,LEBA,,PL,2,54.75,N,17.53,E
12185,----,KETRZYN,,PL,110,54.07,N,21.37,E
12330,EPPO,POZNAN/LAWICA,,PL,92,52.42,N,16.83,E
12365,----,BRWINOW,,PL,98,52.13,N,20.72,E
12374,----,LEGIONOWO,,PL,96,52.4,N,20.97,E
12424,EPWR,WROCLAW/STRACHOW,,PL,121,51.1,N,16.87,E
12425,----,WROCLAW/MALY GADOW,,PL,116,51.13,N,16.98,E
12520,----,KLODZKO,,PL,357,50.43,N,16.62,E
12843,----,BUDAPEST/LORINC,,HU,139,47.43,N,19.18,E
12982,LHUD,SZEGED (AUT),,HU,83,46.25,N,20.1,E
13005,----,BOVEC,,YG,452,46.33,N,13.57,E
13275,----,BEOGRAD KOSUTNJAK,,YG,203,44.77,N,20.42,E
13279,----,SMEDEREVSKA,,YG,122,44.37,N,20.95,E
13334,----,SPLIT/MARJAN,,YG,129,43.52,N,16.43,E
13388,LYBM,NIS,,YG,203,43.33,N,21.9,E
13586,LWSK,SKOPJE/PETROVAC,,YG,239,41.97,N,21.65,E
14015,----,LUUBLUANA/BEZIGRAD,,LJ,316,46.07,N,14.52,E
14240,LDDD,ZAGREB/MAKSIMIR,,RH,123,45.82,N,16.03,E
14241,LDZA,ZAGREB/PLESO,,RH,107,45.73,N,16.07,E
14320,----,CRIKVENICA,,RH,2,45.17,N,14.7,E
14430,LDZD,ZADAR ZEMUNIK,,RH,82,44.1,N,15.35,E
15001,----,AVRAMENI,,RO,240,48.02,N,26.95,E
15010,----,SATU MARE,,RO,122,47.78,N,22.88,E
15080,----,ORADEA,,RO,136,47.05,N,21.93,E
15090,----,IASI,,RO,102,47.17,N,27.6,E
15120,LRCL,CLUJ-NAPOCA/SOMESE,,RO,413,46.78,N,23.57,E
15150,----,BACAU,,RO,182,46.57,N,26.98,E
15189,----,DUMBRAVENI,,RO,318,46.23,N,24.57,E
15200,----,ARAD,,RO,108,46.17,N,21.32,E
15209,----,BLAJ,,RO,334,46.18,N,23.92,E
15310,----,GALATI,,RO,71,45.5,N,28.02,E
15350,----,BUZAU,,RO,97,45.15,N,26.82,E
15360,----,SULINA,,RO,9,45.15,N,29.67,E
15410,----,TURNU SEVERAN,,RO,77,44.63,N,22.63,E
15420,LRBS,BUCHAREST/BANEASA,,RO,91,44.48,N,26.18,E
15425,----,SOLACOLU,,RO,52,44.38,N,26.57,E
15450,----,CRAIOVA,,RO,190,44.23,N,23.87,E
15470,----,ROSIORI DE VEDE,,RO,103,44.12,N,25,E
15480,----,CONSTANTA,,RO,14,44.22,N,28.63,E
15481,LRCK,KOGALNICEANU,,RO,102,44.33,N,28.43,E
15490,----,TURNU MAGURELE,,RO,31,43.75,N,24.88,E
15614,LBSF,SOFIA (OBSERVATORY,,BU,595,42.65,N,23.38,E
15615,----,MUSSALA MTN,,BU,2927,42.18,N,23.58,E
15730,----,KARDJALI,,BU,336,41.63,N,25.4,E
16008,----,S. VALENTINO,,IT,1461,45.75,N,10.53,E
16020,LIPB,BOLZANO,,IT,241,46.47,N,11.33,E
16044,LIPD,UDINE/CAMPOFORMIDO,,IT,92,46.03,N,13.18,E
16045,LIPI,RIVOLTO AFB,,IT,53,45.98,N,13.03,E
16080,LIML,MILANO/LINATE,,IT,103,45.43,N,9.28,E
16088,LIPL,GHEDI (IT-AFB),,IT,92,45.42,N,10.28,E
16113,----,CUNEO-LEVALDIGI,,IT,386,44.53,N,7.62,E
16129,LIQP,PALMARIA ISLAND,,IT,192,44.03,N,9.83,E
16142,----,RIFREDO MUGELLO,,IT,887,44.05,N,11.38,E
16144,----,S. PIETRO CAPOFIUM,,IT,38,44.65,N,11.62,E
16148,LIPC,CERVIA (IT-AFB),,IT,10,44.22,N,12.3,E
16170,LIRQ,FIRENZE,,IT,38,43.8,N,11.2,E
16242,----,ROMA/FIUMICINO,,IT,5,41.8,N,12.23,E
16245,LIRE,PRATICA DI MARE(AB,,IT,12,41.65,N,12.43,E
16310,LIQK,CAPE PALINURO,,IT,185,40.02,N,15.28,E
16316,LIBU,LATRONICO,,IT,896,40.08,N,16.02,E
16320,LIBR,BRINDISI/CASALE AF,,IT,10,40.65,N,17.95,E
16325,LIBH,MARINA DI GINOS,,IT,12,40.43,N,16.88,E
16350,LIBC,CROTONE,,IT,161,39,N,17.07,E
16420,LICF,MESSINA,,IT,51,38.2,N,15.55,E
16429,LICT,TRAPANI/BIRGI (AFB,,IT,7,37.92,N,12.5,E
16459,LICZ,SIGONELLA,,IT,22,37.4,N,14.92,E
16522,LIEH,CAPE CACCIA,,IT,205,40.57,N,8.17,E
16546,LIED,DECIMOMANNU,,IT,30,39.35,N,8.97,E
16560,LIEE,CAGLIARI/ELMAS(AFB,,IT,1,39.25,N,9.05,E
16597,----,LUQA,,MT,91,35.85,N,14.48,E
16610,----,KOMOTINI,,GR,31,41.12,N,25.4,E
16622,LGTS,THESSALONIKI/MIKRA,,GR,4,40.52,N,22.97,E
16706,LGHI,CHIOS AIRPORT,,GR,4,38.22,N,26.13,E
16716,LGAT,ATHENS/HELLENKION,,GR,15,37.9,N,23.73,E
16726,LGKL,KALAMATA,,GR,8,37.07,N,22.02,E
16744,----,THIRA ISLAND,,GR,36,36.42,N,25.43,E
16754,LGIR,IRAKLION (CIV/AFB),,GR,39,35.33,N,25.18,E
16759,----,TYMBAKION,,GR,7,35,N,24.75,E
16760,----,KASTELI,,GR,360,35.18,N,25.32,E
17030,----,SAMSUN CITY,,TU,4,41.28,N,36.33,E
17038,LTCG,TRABZON,,TU,30,41,N,39.72,E
17042,----,HOPA,,TU,33,41.38,N,41.42,E
17050,----,EDIRNE,,TU,48,41.67,N,26.57,E
17062,----,ISTANBUL/GOZTEPE,,TU,33,40.97,N,29.08,E
17064,----,ISTANBUL/KARTAL,,TU,18,40.9,N,29.15,E
17067,----,GOLCUK/DUMLUPINAR,,TU,18,40.72,N,29.82,E
17068,----,CENGIZTOPEL,,TU,70,40.73,N,30.08,E
17095,----,ERZURUM BOLGE,,TU,1869,39.9,N,41.28,E
17100,----,IGDIR,,TU,858,39.93,N,44.03,E
17130,----,ANKARA/CENTRAL,,TU,894,39.95,N,32.88,E
17160,----,KIRSEHIR,,TU,995,39.15,N,34.17,E
17162,----,GEMEREK,,TU,1171,39.18,N,36.07,E
17196,LTAM,KAISERI CITY,,TU,1043,38.72,N,35.5,E
17200,LTAT,MALATYA/ERHAC,,TU,849,38.43,N,38.08,E
17220,----,IZMIR,,TU,29,38.43,N,27.17,E
17240,LTBM,ISPARTA,,TU,997,37.75,N,30.55,E
17250,----,NIGDE,,TU,1208,37.97,N,34.68,E
17270,LTCH,SANLIURFA,,TU,549,37.13,N,38.77,E
17280,LTCC,DIYARBAKIR(CIV/AFB,,TU,674,37.88,N,40.2,E
17281,----,DIYABAKIR-BOLGE,,TU,675,37.9,N,40.2,E
17300,----,ANTALYA,,TU,43,36.7,N,30.73,E
17350,LTAG,ADANA/INCIRLIK,,TU,66,37,N,35.42,E
17351,----,ADANA/BOLGE,,TU,28,36.98,N,35.35,E
17352,LTAF,ADANA/SAKIRPASA,,TU,20,36.98,N,35.3,E
17600,LCPH,PAPHOS,,CY,8,34.47,N,32.25,E
17601,LCRA,AKROTIRI (RAF),,CY,23,34.58,N,32.98,E
17606,----,NICOSIA,,CY,224,35.2,N,33.3,E
17607,LCNC,NICOSIA/ATHALASSA,,CY,161,35.2,N,33.4,E
17609,LCLK,LARNACA AIRPORT,,CY,2,34.88,N,33.63,E
20046,----,OSTROV KHEISA,DK,RU,20,80.62,N,58.05,E
20069,----,OSTROV LIEZ,DK,RU,12,79.5,N,76.98,E
20107,----,BARENCBURG,AR,RU,49,78.07,N,14.22,E
20274,----,UJEDINENIJA ISLAND,DK,RU,23,77.5,N,82.23,E
20292,----,CAPE CELJUSKIN,DK,RU,13,77.72,N,104.3,E
20353,----,MYS ZHELANIA,DK,RU,8,76.95,N,68.58,E
20667,----,BELY ISLAND,DK,RU,6,73.33,N,70.03,E
20674,----,DIKSON ISLAND,DK,RU,47,73.53,N,80.4,E
20744,----,MALYE KARMAKULY,DK,RU,16,72.38,N,52.73,E
20891,----,HATANGA,DK,RU,33,72,N,102.57,E
21358,----,OSTROV ZOHOVA,TK,RU,14,76.15,N,152.83,E
21432,----,KOTEL'NYJ ISLAND,TK,RU,10,76,N,137.9,E
21504,----,PREOBRAZENIJA ISLA,TK,RU,57,74.67,N,112.93,E
21647,----,CAPE SALAUROVA,TK,RU,22,73.18,N,143.93,E
21824,----,TIKSI,TK,RU,8,71.58,N,128.92,E
21908,----,DZALINDA,TK,RU,62,70.13,N,113.97,E
21946,----,COKURDAH,TK,RU,61,70.62,N,147.9,E
21965,----,CHETYREKHSTOLBOVOY,TK,RU,38,70.63,N,162.4,E
21982,----,VRANGELJA ISLAND,TK,RU,3,70.98,N,178.48,W
22008,ULMM,MURMANSK,AR,RU,121,68.98,N,33.12,E
22113,ULMM,MURMANSK,AR,RU,121,68.97,N,33.05,E
22114,----,LOPARSKAYA,AR,RU,112,68.63,N,33.2,E
22204,----,KOVDOR,AR,RU,247,67.57,N,30.4,E
22213,----,APATITOVAYA,AR,RU,135,67.83,N,33.75,E
22217,----,KANDALAKSA,AR,RU,26,67.15,N,32.35,E
22271,----,SOJNA,AR,RU,16,67.88,N,44.13,E
22522,----,KEM (PORT),LE,RU,10,64.98,N,34.8,E
22543,----,ARCHANGEL'SK,AR,RU,6,64.62,N,40.51,E
22550,ULAA,ARCHANGEL'SK,AR,RU,13,64.53,N,40.47,E
22551,----,MUD'JUG ISLAND,AR,RU,3,64.85,N,40.28,E
22802,----,SORTOVALA,LE,RU,18,61.72,N,30.72,E
22820,----,PETROZAVODSK,LE,RU,112,61.82,N,34.27,E
22845,----,KARGOPOL',AR,RU,121,61.5,N,38.93,E
23022,----,AMDERMA,DK,RU,53,69.77,N,61.68,E
23058,----,ANTIPAJETA,DK,RU,4,69.15,N,77,E
23078,----,NORILSK,DK,RU,62,69.33,N,88.1,E
23146,----,MYS KAMENNY,DK,RU,2,68.47,N,73.6,E
23205,----,NAR'JAN-MAR,AR,RU,7,67.65,N,53.02,E
23215,----,HOREJ-VER,AR,RU,71,67.43,N,58.03,E
23274,----,YGARKA,AR,RU,20,67.47,N,86.57,E
23330,----,SALEHARD,NO,RU,16,66.53,N,66.53,E
23415,----,PECHORA,AR,RU,56,65.12,N,57.1,E
23418,----,PECORA,AR,RU,56,65.12,N,57.1,E
23472,----,TURUHANSK,NO,RU,32,65.78,N,87.95,E
23552,----,TARKO-SALE,NO,RU,27,64.92,N,77.82,E
23802,UUYY,SYKTYVKAR',AR,RU,116,61.68,N,50.78,E
23804,UUYY,SYKTYVKAR,AR,RU,119,61.72,N,50.83,E
23884,----,BOR,NO,RU,63,61.6,N,90,E
23921,----,IVDEL',SV,RU,101,60.68,N,60.43,E
23927,----,SEVEROURALSK,SV,RU,186,60.15,N,60.02,E
23933,USHH,HANTY-MANSIJSK,NO,RU,40,60.97,N,69.07,E
23955,----,ALEKSANDROVSKOE,NO,RU,47,60.43,N,77.87,E
24122,----,OLENEK,HA,RU,220,68.5,N,112.43,E
24125,----,OLENEK,HA,RU,220,68.5,N,112.43,E
24266,----,VERHOJANSK,HA,RU,137,67.55,N,133.38,E
24343,----,ZIGANSK,HA,RU,93,66.77,N,123.4,E
24507,----,TURA,NO,RU,186,64.27,N,100.23,E
24641,----,VILJUJSK,HA,RU,107,63.77,N,121.62,E
24688,----,OJMJAKON,HA,RU,745,63.27,N,143.15,E
24726,UERR,MIRNY,HB,RU,347,62.55,N,113.88,E
24790,----,SUSUMAN,HB,RU,649,62.78,N,148.13,E
24817,----,ERBOGACEN,IR,RU,291,61.27,N,108.02,E
24908,----,VANAVARA,NO,RU,260,60.33,N,102.27,E
24944,----,OLEKMINSK,HA,RU,226,60.4,N,120.42,E
24947,----,OLEKMINSK,HA,RU,226,60.37,N,120.42,E
24959,UEEE,YAKUTSK AIRPORT,HA,RU,103,62.08,N,129.75,E
25042,----,AJON ISLAND,HB,RU,16,69.83,N,168.67,E
25123,----,CERSKIJ,HA,RU,32,68.8,N,161.28,E
25173,----,CAPE SMIDTA,HA,RU,7,68.92,N,179.48,E
25399,----,CAPE UELEN,HA,RU,7,66.17,N,169.83,W
