WMO,ICAO,RAOB STATION NAME,ST,CO,EL,  LAT,N, LONG,E
80444,SVCB,CIUDAD BOLIVAR,,VN,48,8.15,N,63.55,W
80447,----,SAN ANTONIO DE TAC,,VN,405,7.85,N,72.45,W
80450,SVSR,SAN FERNANDO APURE,,VN,48,7.9,N,67.42,W
80462,----,SANTA ELENA,,VN,896,4.68,N,61.18,W
81001,SYGT,GEORGETOWN,,GY,2,6.8,N,58.15,W
81401,----,ST. LAURENT DU MAR,,FG,4,5.5,N,54.03,W
81405,SOCA,CAYENNE/ROCHAMBEAU,,FG,9,4.83,N,52.37,W
81408,----,ST. GEORGES,,FG,7,3.88,N,51.8,W
81415,----,MARIPASSOULA,,FG,106,3.63,N,54.03,W
82022,SBBV,BOA VISTA/AIRPORT,,BZ,140,2.83,N,60.7,W
82026,----,TIRIOS,,BZ,326,2.48,N,55.98,W
82099,----,MACAPA AIRPORT,,BZ,17,3.05,N,51.07,W
82107,----,SAO GABRIEL DA CAC,,BZ,79,0.12,S,66.97,W
82193,SBBE,BELEM/VAL DE CAES,,BZ,16,1.38,S,48.48,W
82244,SBSN,SANTAREM/INTL,,BZ,72,2.43,S,54.72,W
82280,----,SAO LUIZ,,BZ,51,2.53,S,44.28,W
82281,SBSL,SAO LUIS/MARECHAL,,BZ,53,2.6,S,44.23,W
82332,SBMN,MANAUS/PONTA PELAD,,BZ,84,3.15,S,59.98,W
82397,----,FORTALEZA,,BZ,19,3.73,S,38.55,W
82400,SBFN,FERNANDO DE NORONH,,BZ,56,3.85,S,32.42,W
82411,SBTT,TABATINGA/INTL,,BZ,85,3.67,S,69.67,W
82532,----,MANICORE (AERO),,BZ,53,5.82,S,61.28,W
82599,SBNT,NATAL/AUGUSTO SEVE,,BZ,52,5.92,S,35.25,W
82640,----,JACAREACANGA,,BZ,98,6.27,S,57.73,W
82678,----,FLORIANO,,BZ,138,6.77,S,43.02,W
82705,----,CRUZEIRO DO SUL (A,,BZ,199,7.58,S,72.76,W
82765,----,CAROLINA,,BZ,212,7.33,S,47.47,W
82824,SBPV,PORTO VELHO (CV/MI,,BZ,88,8.77,S,63.92,W
82900,----,RECIFE/CURADO,,BZ,7,8.05,S,34.92,W
82917,SBRB,RIO BRANCO/MEDICI,,BZ,143,10,S,67.8,W
82965,SBAT,ALTA FLORESTA,,BZ,288,9.87,S,56.1,W
82983,----,PETROLINA,,BZ,370,9.38,S,40.48,W
83063,----,PORTO NACIONAL,,BZ,290,10.7,S,48.42,W
83096,----,ARACAJU,,BZ,6,10.92,S,37.05,W
83208,SBVH,VILHENA,,BZ,652,12.73,S,60.13,W
83229,----,SALVADOR,,BZ,51,13.02,S,38.52,W
83288,SBLP,BOM JESUS DA LAPA,,BZ,458,13.27,S,43.42,W
83361,----,CUIABA,,BZ,179,15.55,S,56.12,W
83362,SBCY,CUIABA/MARECHAL,,BZ,182,15.65,S,56.1,W
83378,SBBR,BRASILIA (CIV/MIL),,BZ,1061,15.87,S,47.93,W
83424,SBGO,GOIANIA,,BZ,747,16.63,S,49.22,W
83498,----,CARAVELAS,,BZ,3,17.73,S,39.25,W
83525,SBUL,UBERLANDIA,,BZ,943,18.88,S,48.23,W
83554,SBCR,CORUMBA,,BZ,142,19,S,57.67,W
83566,----,CONFIS INTNL ARPT,,BZ,827,19.62,S,43.57,W
83576,----,UBERABA,,BZ,809,19.77,S,47.95,W
83612,SBCG,CAMPO GRANDE INTL,,BZ,556,20.47,S,54.67,W
83649,SBVT,VITORIA/GOIABEIRAS,,BZ,4,20.27,S,40.28,W
83650,----,TRINDADE ISLAND,,BZ,5,20.5,S,29.32,W
83746,SBGL,GALEAO/RIO(CIV/MIL,,BZ,6,22.82,S,43.25,W
83768,SBLO,LONDRINA AIRPORT,,BZ,570,23.33,S,51.13,W
83779,----,MARTE APRT,,BZ,722,23.5,S,46.6,W
83780,SBSP,SAO PAULO/CONGONHA,,BZ,803,23.62,S,46.65,W
83827,SBFI,FOZ DO IGUACU ARPT,,BZ,243,25.52,S,54.58,W
83840,SBCT,CURITIBA/AFONSO PE,,BZ,908,25.52,S,49.17,W
83899,SBFL,FLORIANOPOLIS ARPT,,BZ,5,27.67,S,48.55,W
83928,SBUG,URUGUAIANA/RUBEM,,BZ,74,29.78,S,57.03,W
83937,SBSM,SANTA MARIA/AIRPOR,,BZ,85,29.72,S,53.7,W
83971,SBPA,PORTO ALEGRE/SALGA,,BZ,3,30,S,51.18,W
83981,----,BAGE,,BZ,180,31.35,S,54.12,W
84008,SEST,SAN CRISTOBAL ISL,,EQ,6,0.9,S,89.6,W
84135,----,PORTO VIEJ,,EQ,26,1.03,S,80.43,W
84202,----,MILAGRO,,EQ,36,2.12,S,79.6,W
84203,----,GUAYAQUIL,,EQ,100,2.15,S,79.88,W
84378,----,MORONA,,PR,117,3.73,S,73.25,W
84452,----,CHICLAYO,,PR,31,6.78,S,79.83,W
84628,SPIM,LIMA/JORGE CHAVEZ,,PR,13,12,S,77.12,W
84629,----,LAS PALMAS,,PR,80,12.15,S,77,W
84752,----,AREQUIPA,,PR,2525,16.32,S,71.55,W
85201,SLLP,LA PAZ,,BO,4014,16.52,S,68.18,W
85223,SLCB,COCHABAMAB,,BO,2531,17.45,S,66.1,W
85364,SLTJ,TARIJA,,BO,1858,21.53,S,64.72,W
85394,----,BERMEJO,,BO,381,22.77,S,64.32,W
85418,SCDA,IQUIQUE,,CH,52,20.53,S,70.18,W
85442,SCFA,ANTOFAGASTA/CERRO,,CH,120,23.43,S,70.43,W
85460,SCRA,CHANARAL,,CH,30,26.32,S,70.62,W
85469,SCIP,EASTER ISLAND,,CH,47,27.15,S,109.42,W
85470,SCHA,COPIAPO,,CH,291,27.3,S,70.42,W
85543,SCER,QUINTERO (MIL),,CH,8,32.78,S,71.52,W
85574,SCEL,PUDAHUEL/ARTURO,,CH,476,33.38,S,70.78,W
85577,----,SANTIAGO Q. NORMAL,,CH,520,33.43,S,70.68,W
85586,SCSN,SANTO DOMINGO,,CH,75,33.65,S,71.62,W
85799,SCTE,PUERTO MONTT/TEPUA,,CH,86,41.42,S,73.08,W
85834,----,ISLA HUAFO,,CH,140,43.57,S,74.83,W
85934,SCCI,PUNTA ARENAS,,CH,37,53,S,70.85,W
86218,SGAS,ASUNCION,,PY,101,25.27,S,57.63,W
86294,----,CAP.MIRANDA,,PY,16,27.28,S,58.27,W
86560,SUCA,COLONIA,,UY,23,34.45,S,57.83,W
87047,SASA,SALTA AIRPORT,,AG,1216,24.85,S,65.48,W
87155,SARE,RESISTENCIA AIRPOR,,AG,52,27.45,S,59.05,W
87178,SARP,POSADAS AIRPORT,,AG,125,27.37,S,55.97,W
87344,SACO,CORDOBA AIRPORT,,AG,474,31.32,S,64.22,W
87418,SAME,MENDOZA/EL PLUMERI,,AG,704,32.83,S,68.78,W
87576,SAEZ,BUENOS AIRES/EZEIZ,,AG,20,34.82,S,58.53,W
87623,SAZR,SANTA ROSA AIRPORT,,AG,191,36.57,S,64.27,W
87715,SAZN,NEUQUEN AIRPORT,,AG,271,38.95,S,68.13,W
87748,----,B.A. COMANDANTE ES,,AG,75,38.73,S,62.17,W
87860,SAVC,COMODORO RIVADAVIA,,AG,46,45.78,S,67.5,W
88889,EGYP,MOUNT PLEASANT ARP,,FK,73,51.82,S,58.45,W
88903,----,GRYTVIKEN,,FK,3,54.27,S,36.5,W
88968,----,ISLAS ORCADAS,,AG,6,60.75,S,44.72,W
89001,----,SANAE SAF-BASE,,ZA,62,70.3,S,2.35,W
89002,----,VON-NEUMAYER G-BAS,,DL,40,70.67,S,8.25,W
89009,NZSP,AMUNDSEN-SCOTT,,US,2830,90,S,0,E
89022,----,HALLEY BRI-BASE,,UK,30,75.5,S,26.65,W
89050,----,BELLINGSHAUSEN,,RU,16,62.2,S,58.93,W
89055,----,VICECOMODORO MARAM,,AG,198,64.23,S,56.72,W
89062,----,ROTHERA PT BRI-BAS,,UK,16,67.57,S,68.13,W
89512,----,NOVOLAZAREVSKAJA,,RU,102,70.77,S,11.83,E
89532,----,SYOWA JAPAN-BASE,,JP,21,69,S,39.58,E
89542,----,MOLODEZNAJA,,RU,40,67.67,S,45.85,E
89564,----,MAWSON AUS-BASE,,AU,16,68.6,S,62.87,E
89571,----,DAVIS AUS-BASE,,AU,13,68.57,S,77.95,E
89577,----,DAVIS,,AU,2356,75.85,S,71.48,E
89592,----,MIRNYJ SOVIET-BASE,,RU,30,66.55,S,93.02,E
89606,----,VOSTOK SOVIET-BASE,,RU,3420,78.45,S,106.87,E
89611,----,CASEY AUS-BASE,,AU,41,66.28,S,110.52,E
89625,----,CONCORDIA/ANTARTIK,,IY,3234,75.17,S,123.69,E
89642,----,DUMONT D'URVILLE,,FR,43,66.67,S,140.02,E
89662,----,BAIA TERRA NOVA,,IY,80,74.7,S,164.1,E
89663,----,LAKE VANDA,,NZ,15,77.53,S,161.67,E
89664,----,MCMURDO USA-BASE,,US,34,77.85,S,166.67,E
89671,----,HALLETT,NZ,US,5,72.3,S,170.3,E
91066,PMDY,MIDWAY ISLAND,,US,9,28.22,N,177.35,W
91115,KFFS,FRENCH FRIGATE SHO,,US,6,23.87,N,166.28,W
91162,KBKH,BARKING SANDS,,US,5,22.03,N,159.78,W
91163,----,PORT ALLEN AIRPORT,HI,US,7,21.9,N,159.6,W
91165,PLIH,LIHUE-ON-KAUAI,HI,US,45,21.98,N,159.35,W
91168,----,KAPAA/KAUIAI,HI,US,162,22.07,N,159.4,W
91169,----,WAIALEE,HI,US,10,21.68,N,158.03,W
91170,PHHI,WHEELER AFB,HI,US,255,21.48,N,158.03,W
91176,KHNG,KANEOHE BAY MCAS,HI,US,3,21.45,N,157.78,W
91182,KHIK,HONOLULU/(HICKAM F,HI,US,8,21.33,N,157.95,W
91190,----,PUUNENE,HI,US,20,20.9,N,156.43,W
91199,KNPS,PEARL HARBOR,HI,US,7,21.35,N,157.95,W
91212,PGUM,AGANA (NWS),,MY,91,13.48,N,144.8,E
91217,PGAC,GUAM MARIANA ISLAN,,MY,111,13.55,N,144.83,E
91232,PGSN,SAIPAN,,MY,65,15.12,N,145.73,E
91245,PWAK,WAKE ISLAND,,WK,4,12.28,N,166.65,E
91275,PJON,JOHNSTON ISLAND,,PN,5,16.73,N,169.52,W
91285,PHTO,HILO/LYMAN,HI,US,11,19.72,N,155.07,W
91287,----,CAPE KUMUKAHI,HI,US,49,19.52,N,154.82,W
91289,----,HALEMAUMAU,HI,US,1112,19.4,N,155.28,W
91328,----,ULUI ATOLL,,KA,2,8.7,N,149.7,E
91334,PTKK,CHUUK/EAST CAROLIN,,KA,3,7.45,N,151.83,E
91347,----,POHNPEI,,KA,37,6.97,N,158.23,E
91348,PTPN,PONAPE/EAST CAROLI,,KA,39,6.97,N,158.22,E
91364,----,ROI NAMUR,,PN,4,9.4,N,167.47,E
91366,PKWA,KWAJALEIN ISLAND,,MH,8,8.73,N,167.73,E
91368,----,AILINGLAPALAP,,MH,2,7.28,N,168.85,E
91376,PKMJ,MARSHALL ISLANDS,,MM,3,7.08,N,171.38,E
91378,----,MILI ATOLL,,MH,4,6.08,N,171.73,E
91385,----,PALMYRA ISLAND,,PN,2,5.88,N,162.05,W
91408,PTRO,PALAU/WEST CAROLIN,,KA,33,7.33,N,134.48,E
91413,PTYA,LUWEECH/WEST CAROL,,KA,17,9.48,N,138.08,E
91434,----,KAPINGAMARANGI,,KA,3,1.08,N,154.77,E
91492,----,CHRISTMAS ISLAND,,KA,3,2,N,157.4,W
91517,----,HONIARA,,SO,56,9.42,S,159.97,E
91532,----,NAURU ARC-2,,NR,7,0.52,S,166.92,E
91557,NVVV,BAUERFIELD,,NH,21,17.7,S,168.3,E
91577,NWWK,KOUMAC,,NC,18,20.57,S,164.28,E
91582,----,OUANAHAM,,NC,29,20.77,S,167.23,E
91592,NWWN,NOUMEA,,NC,72,22.27,S,166.45,E
91610,NGTA,TARAWA/BONRIKI INT,,KB,4,1.35,N,172.92,E
91643,NGFU,FUNAFUTI INTL ARPT,,TV,2,8.52,S,179.22,E
91644,----,FUNAFUTI,,TV,0,8.52,S,179.23,E
91650,NFNR,ROTUMA ISLAND,,FJ,26,12.5,S,177.05,E
91680,NFFN,NANDI/NADI INTL,,FJ,18,17.75,S,177.45,E
91700,KCIS,CANTON ISLAND,,CT,4,2.77,S,171.72,W
91701,KCIS,CANTON ISLAND,,CT,4,2.77,S,171.72,W
91727,----,FENUAFALA,,NZ,4,9.38,S,171.27,W
91765,NSTU,PAGO PAGO,,ZM,3,14.33,S,170.72,W
91788,----,NUKUALDFA,,TO,3,21.13,S,175.18,W
91792,NFTF,FUA'AMOTU,,TO,41,21.23,S,175.15,W
91801,----,PENRHYN ISLAND,,KU,1,9,S,158.05,W
91809,----,MANIHIKI AWS,,KU,2,10.43,S,161.02,W
91811,----,PUKAPUKA ATOLL,,KU,3,10.88,S,165.82,W
91830,----,AITUTAKI,,KU,6,18.83,S,159.77,W
91843,NCRG,AVARUA/RAROTONGA I,,KU,7,21.2,S,159.82,W
91848,----,MANGAIA AWS,,KU,41,21.92,S,157.95,W
91925,----,ATUONA,,PF,52,9.8,S,139.03,W
91929,----,BORA BORA,,PF,3,16.45,S,151.75,W
91938,NTAA,TAHITI ISLAND/FAAA,,PF,2,17.55,S,149.62,W
91943,----,TAKAROA ATOLL,,PF,3,14.48,S,145.03,W
91944,NTTO,HAO/TUAMOTO,,PF,3,18.07,S,140.95,W
91945,----,HEREHERETUE ISLAND,,PF,3,19.87,S,145,W
91948,----,RIKITEA,,PF,89,23.13,S,134.97,W
91952,NTTX,MUROROA ATOLL,,PF,3,21.82,S,138.8,W
91954,NTAT,TUBUAI ISLAND,,PF,3,23.35,S,149.48,W
91958,----,RAPA ISLAND,,PF,2,27.62,S,144.33,W
92014,AYMD,MADANG W.O.,,NG,4,5.22,S,145.78,E
92035,AYPY,PORT MORESBY,,NG,58,9.38,S,147.22,E
92044,----,MOMOTE W.O.,,NG,5,2.07,S,147.43,E
92076,----,KAVIENG W.O.,,NG,4,2.58,S,150.8,E
92087,----,MISIMA W.O.,,NG,6,10.68,S,152.83,E
93072,----,MT. TAMAHUNGA,,NZ,452,36.3,S,174.7,E
93112,NZWP,WHENUAPAI (NZ-AFB),,NZ,27,36.78,S,174.63,E
93185,----,TAURANGA AERO,,NZ,5,37.67,S,176.2,E
93291,NZGS,GISBORNE AERO,,NZ,8,38.67,S,177.98,E
93308,NZNP,NEW PLYMOUTH AERO,,NZ,36,39.02,S,174.18,E
93336,----,WAIOURU AERO,,NZ,823,39.45,S,175.67,E
93417,NZPP,PARAPARAUMU AERO,,NZ,12,40.9,S,174.98,E
93431,----,OUTLOOK HILL,,NZ,548,41.3,S,174.63,E
93515,----,WESTPORT AERO,,NZ,18,41.73,S,171.57,E
93577,----,BLENHEIM AERO,,NZ,32,41.52,S,173.87,E
93614,NZHK,HOKITIKA,,NZ,40,42.72,S,170.98,E
93769,----,RAKAIA,,NZ,124,43.78,S,172.02,E
93772,----,TIMARU AERO,,NZ,27,44.3,S,171.22,E
93780,NZCH,CHRISTCHURCH,,NZ,34,43.48,S,172.55,E
93844,NZNV,INVERCARGILL AERO,,NZ,1,46.42,S,168.33,E
93845,----,INVERCARGILL,,NZ,2,46.42,S,168.33,E
93944,----,CAMPBELL ISLAND,,NZ,15,52.55,S,169.15,E
93986,NZCI,CHATHAM ISL/TUUTA,,NZ,48,43.95,S,176.57,W
93997,NZRN,RAOUL ISL/KERMADEC,,NZ,49,29.25,S,177.92,W
94014,----,MADANG,,AU,6,5.22,S,145.8,E
94085,----,RABAUL,,AU,6,4.22,S,152.18,E
94102,----,TROUGHTON ISLAND,WE,AU,8,13.75,S,126.13,E
94120,YPDN,DARWIN (CIV/MIL),NT,AU,30,12.4,S,130.87,E
94135,----,MC CLER ISLAND,NT,AU,5,11.07,S,132.98,E
94150,YDGV,GOVE AIRPORT,NT,AU,54,12.27,S,136.82,E
94170,YBWP,WEIPA AERO,QU,AU,0,12.63,S,141.9,E
94175,----,THURSDAY,QU,AU,61,10.58,S,142.22,E
94203,YBRM,BROOME AIRPORT,WE,AU,9,17.95,S,122.22,E
94212,YHLC,HALLS CREEK AMO,WE,AU,422,18.23,S,127.67,E
94218,----,INVERWAY,NT,AU,403,17.85,S,129.63,E
94237,----,LARRIMAH,NT,AU,181,15.58,S,133.22,E
94238,YTNK,TENNANT CREEK,NT,AU,375,19.63,S,134.18,E
94287,YBCS,CAIRNS AIRPORT,QU,AU,7,16.88,S,145.75,E
94292,----,CARDWELL,QU,AU,7,18.25,S,146.02,E
94294,YBTL,TOWNSVILLE(CIV/MIL,QU,AU,6,19.25,S,146.75,E
94299,----,WILLIS ISLAND,QU,AU,9,16.3,S,149.98,E
94300,YCAR,CARNARVON AIRPORT,WE,AU,4,24.88,S,113.67,E
94302,YPLM,LEARMONTH,WE,AU,6,22.23,S,114.08,E
94312,YPPD,PORT HEDLAND ARRT,WE,AU,6,20.37,S,118.62,E
94326,YBAS,ALICE SPRINGS ARPT,NT,AU,541,23.8,S,133.9,E
94332,YBMA,MOUNT ISA AIRPORT,QU,AU,344,20.67,S,139.48,E
94337,----,JULIA CREEK,QU,AU,124,20.65,S,141.73,E
94346,YBLR,LONGREACH AIRPORT,QU,AU,193,23.43,S,144.27,E
94367,YBMK,MACKAY,QU,AU,33,21.12,S,149.22,E
94374,YBRK,ROCKHAMPTON AIRPOR,QU,AU,14,23.38,S,150.47,E
94380,YBGL,GLADSTONE,QU,AU,75,23.85,S,151.25,E
94401,----,KALBARRI,WE,AU,9,27.72,S,114.17,E
94403,YPGN,GERALDTON AIRPORT,WE,AU,34,28.78,S,114.7,E
94430,YPMR,MEEKATHARRA AIRPOR,WE,AU,518,26.6,S,118.53,E
94461,YGLS,GILES MET STATION,WE,AU,599,25.03,S,128.28,E
94510,YBCV,CHARLEVILLE ARPT,QU,AU,304,26.4,S,146.27,E
94511,----,INJUNE,QU,AU,389,25.85,S,148.57,E
94527,----,MOREE,NW,AU,212,29.47,S,149.85,E
94578,YBBN,BRISBANE INTL ARPT,QU,AU,5,27.38,S,153.1,E
94610,YPPH,PERTH INTL/BELMONT,WE,AU,29,31.93,S,115.95,E
94637,YPKG,KALGOORLIE/BOULDER,WE,AU,360,30.77,S,121.45,E
94638,YESP,ESPERANCE,WE,AU,26,33.82,S,121.88,E
94646,----,FORREST,WE,AU,156,30.83,S,128.1,E
94647,----,EUCLA,WE,AU,99,31.67,S,128.88,E
94653,YPCD,CEDUNA AIRPORT,SA,AU,17,32.12,S,133.7,E
94659,YPWR,WOOMERA (AUS-AFB),SA,AU,167,31.13,S,136.82,E
94662,----,WHYALLA AIRPORT,SA,AU,11,33.05,S,137.5,E
94672,YPAD,ADELAIDE INTL ARPT,SA,AU,4,34.93,S,138.52,E
94693,YMMI,MILDURA AIRPORT,VC,AU,50,34.23,S,142.08,E
94711,YCBA,COBAR,NW,AU,265,31.48,S,145.82,E
94750,YSNW,NOWRA(AUS-NAVY),NW,AU,110,34.95,S,150.53,E
94767,YSSY,SYDNEY INTL AIRPOR,NW,AU,3,33.95,S,151.18,E
94776,YSWM,WILLIAMTOWN(AUS-AB,NW,AU,8,32.78,S,151.82,E
94791,YSCH,COFFS HARBOUR AIRP,NW,AU,5,30.32,S,153.12,E
94802,YPAL,ALBANY AIRPORT,WE,AU,69,34.93,S,117.8,E
94821,YMMG,MOUNT GAMBIER ARPT,SA,AU,69,37.73,S,140.78,E
94827,----,NHILL,VC,AU,130,36.35,S,141.65,E
94857,----,GEELONG ARPT,VC,AU,35,38.23,S,144.33,E
94865,YMLV,LAVERTON AERO,VC,AU,21,37.85,S,144.73,E
94866,YMML,MELBOURNE INTL ARP,VC,AU,141,37.67,S,144.83,E
94907,YMES,EAST SALE,VC,AU,8,38.1,S,147.13,E
94910,YSWG,WAGGA WAGGA(CV/MIL,NW,AU,212,35.17,S,147.45,E
94911,----,OMEO,VC,AU,679,37.08,S,147.6,E
94922,----,TIDBINBILLA,NW,AU,226,35.45,S,148.93,E
94926,YSCB,CANBERRA,CT,AU,580,35.3,S,149.2,E
94968,YMLT,LAUNCESTON AIRPORT,TA,AU,178,41.53,S,147.2,E
94975,YMHB,HOBART AIRPORT,TA,AU,27,42.83,S,147.48,E
94995,YLHI,LORD HOWE ISLAND,NW,AU,6,31.53,S,159.07,E
94996,YSNF,NORFOLK ISLAND ARP,,AU,109,29.03,S,167.93,E
94998,YMMQ,MACQUARIE ISLAND,TA,AU,6,54.48,S,158.93,E
95308,----,KARRATHA,WE,AU,16,20.62,S,116.75,E
95527,YMOR,MOREE AMO,NW,AU,214,29.5,S,149.83,E
95591,----,IPSWICH,QU,AU,40,27.62,S,152.75,E
95605,----,FREMANTLE,WE,AU,4,32.05,S,115.77,E
95610,----,KALAMUNDA,WE,AU,384,32.02,S,116.13,E
96009,WITM,LHOKSEUMAWE/MALIKU,,ID,87,5.23,N,97.2,E
96011,WITT,BANDA ACEH/BLANGBI,,ID,21,5.52,N,95.42,E
96015,WITC,MEULABOH/CUT NYAK,,ID,90,4.25,N,96.12,E
96033,----,BELAWAN,,ID,3,3.8,N,98.7,E
96035,WIMM,MEDAN/POLONIA (MIL,,ID,25,3.57,N,98.68,E
96039,----,TEBINGTINGGI,,ID,7,3.37,N,99.12,E
96073,WIMS,SIBOLGA/PINANGS,,ID,3,1.55,N,98.88,E
96075,WIMB,GUNUNG SITOLI/BINA,,ID,6,1.5,N,97.63,E
96091,WIKN,TANJUNGPINANG,,ID,18,0.92,N,104.53,E
96109,WIBB,PAKANBARU,,ID,31,0.47,N,101.45,E
96145,----,TAREMPA,,ID,3,3.2,N,106.25,E
96147,WION,RANAI (MIL/CIV),,ID,2,3.95,N,108.38,E
96163,WIMG,PADANG/TABING,,ID,3,0.88,S,100.35,E
96171,----,RENGAT,,ID,46,0.5,N,102.3,E
96179,WIKS,SINGKEP/DABO,,ID,31,0.48,S,104.58,E
96195,WIPA,JAMBI/SULTAN,,ID,25,1.63,S,103.65,E
96207,----,KERINCI/DEPATI PAR,,ID,782,2.46,S,101.22,E
96221,WIPP,PALEMBANG/ST.N.BAD,,ID,10,2.9,S,104.7,E
96237,WIKK,PANGKAL-PINANG,,ID,33,2.17,S,106.13,E
96249,WIKD,TANJUNG PANDAN,,ID,44,2.75,S,107.75,E
96253,WIPL,BENGKULA/PADANG,,ID,16,3.88,S,102.33,E
96295,----,TAJUNG KARANG/RADI,,ID,96,5.01,S,115.18,E
96315,WBSB,BRUNEI AIRPORT,,BF,15,4.93,N,114.93,E
96323,----,KUALA BELAIT,,ID,3,4.58,N,114.2,E
96413,WBGG,KUCHING (CIV/MIL),,MS,27,1.48,N,110.33,E
96421,WBGS,SIBU,,MS,8,2.33,N,111.83,E
96441,WBGB,BINTULU/KALIMANTAN,,MS,5,3.2,N,113.03,E
96471,WBKK,KOTA KINABALU INTL,,MS,3,5.93,N,116.05,E
96481,WBKW,TAWAU/KALIMANTAN I,,MS,20,4.27,N,117.88,E
96491,WBKS,SANDAKAN/KALIMANTA,,MS,13,5.9,N,118.07,E
96509,WRLR,TARAKAN/JUWATA,,ID,6,3.33,N,117.57,E
96529,WRLK,TANJUNG REDEP/BERA,,ID,26,2.12,N,117.45,E
96535,WIOH,PALOH,,ID,15,1.7,N,109.3,E
96565,----,PUTUSIBAU,,ID,17,0.88,N,112.93,E
96581,WIOO,PONTIANAK,,ID,3,0.15,S,109.4,E
96595,----,MUARATEWE,,ID,60,0.95,S,114.9,E
96607,----,SAMARINDA,,ID,230,0.62,S,117.15,E
96633,WRLL,BALIKPAPAN/SEPINGG,,ID,3,1.27,S,116.9,E
96645,WRBI,PANGKALAN,,ID,25,2.7,S,111.7,E
96651,----,SAMPIT/HAJI,,ID,27,2.52,S,112.95,E
96655,WRBP,PANARUNG,,ID,27,1,S,114,E
96685,WRBB,BANJARMASIN NOOR,,ID,20,3.43,S,114.75,E
96737,----,SERANG,,ID,40,6.12,S,106.13,E
96739,WIIA,CURUG/BUDIARTO,,ID,46,6.23,S,106.65,E
96749,WIII,SOEKARNO-HATTA INT,,ID,8,6.12,S,106.65,E
96781,----,BANDUNG/HUSEIN,,ID,740,6.54,S,107.35,E
96791,----,CIREBON/JATIWANGI,,ID,50,6.45,S,108.16,E
96797,----,TEGAL,,ID,10,6.51,S,109.09,E
96801,WIAM,CIBEUREM,,ID,335,7.33,S,108.25,E
96805,WIIL,CILACAP,,ID,6,7.73,S,109.02,E
96839,WIIS,SEMARANG/AHMAD YAN,,ID,3,6.98,S,110.38,E
96845,----,SURAKARTA PANASAN,,ID,104,7.87,S,110.92,E
96925,----,SANGKAPURA/BAWEAN,,ID,3,5.8,S,112.6,E
96933,----,SUBABAJA/PERAK,,ID,3,7.22,S,112.72,E
96935,WRSJ,SURABAYA/JUANDA MI,,ID,3,7.37,S,112.77,E
96973,----,KALIANGET (MADURA,,ID,3,7.05,S,113.97,E
96987,----,BANYUWANGI,,ID,5,8.37,S,114.63,E
96996,YPCC,COCOS ISL INTL ARP,,AU,3,12.18,S,96.82,E
97008,WAMH,NAHA/TAHUNA,,ID,38,3.58,N,12.47,E
97014,WAMM,MENADO/SAM RATULAN,,ID,80,1.53,N,124.92,E
97028,WAMI,TOLI-TOLI/LALOS,,ID,2,1.02,N,120.8,E
97048,WAMG,GORONTALO/JALALUDD,,ID,2,0.52,N,123.07,E
97072,WAML,PALU/MUTIARA,,ID,6,0.68,S,119.73,E
97086,WAMW,LUWUK/BUBUNG,,ID,2,0.9,S,122.78,E
97096,WAMP,POSO,,ID,2,1.38,S,120.73,E
97100,----,KOLONDALE,,ID,2,2,S,121.32,E
97120,----,MAJENE,,ID,8,2.5,S,119,E
97146,----,KENDARI,,ID,50,4.1,S,122.43,E
97180,WAAA,HASANUDDIN/UJUNG,,ID,14,5.07,S,119.55,E
97182,----,UJANG PANDANG,,ID,14,5.07,S,119.57,E
97192,WAAB,BAU-BAU/BETO AMBIR,,ID,2,5.47,S,122.62,E
97230,WRRR,DENPASAR/NGURAH RA,,ID,1,8.45,S,115.1,E
97240,----,MATARAM/SELAPARANG,,ID,3,8.88,S,116.12,E
97260,WRRS,SUMBAWA BESAR/BRAG,,ID,3,8.43,S,117.42,E
97270,WRRB,BIMA/M.SALAHUDDIN,,ID,2,8.55,S,118.7,E
97300,WRKC,MAUMERE/WAI,,ID,3,8.63,S,122.25,E
97310,WRKL,LARANTUKA,,ID,9,8.27,S,122.97,E
97340,WRRW,WAINGAPU/MAU-HAU,,ID,12,9.67,S,120.33,E
97372,WRKK,KUPANG/EL TARI,,ID,108,10.17,S,123.67,E
97390,----,DILI,,ID,4,8.57,S,125.57,E
97430,WAMT,TERNATE/BABULIAH,,ID,23,0.78,N,127.38,E
97460,----,LABUHA/OESMAN SADI,,ID,3,0.63,S,127.5,E
97502,WASS,SORONG/JEFMAN,,ID,3,0.93,S,131.12,E
97530,WASR,MANOKWARI,,ID,3,0.88,S,134.05,E
97560,WABB,BIAK/FRANS KAISIEP,,ID,11,1.18,S,136.12,E
97580,WAJI,SARMI/ORAI,,ID,3,1.83,S,138.72,E
97600,WAPN,SANANA,,ID,2,2.08,S,126,E
97686,WAJW,WAMENA,,ID,1660,4.07,S,138.95,E
97690,WAJJ,JAYAPURA/SENTANI,,ID,99,2.57,S,140.48,E
97724,WAPP,AMBON/PATTIMURA,,ID,12,3.7,S,128.08,E
97748,----,GESER,,ID,3,3.8,S,130.83,E
97760,WASK,KAIMANA,,ID,3,3.67,S,133.75,E
97810,----,TUAL/DUMATUBUN,,ID,12,5.68,S,132.75,E
97876,WAKT,TANAH MERAH,,ID,16,6.1,S,140.3,E
97900,WAPI,SAUMLAKI/OLILIT,,ID,24,7.98,S,131.3,E
